i,d,F(d)
2691,94.58,0.6394961977186312
2692,94.58,0.6397338403041825
2693,94.58,0.6399714828897338
2694,94.6,0.6402091254752852
2695,94.6,0.6404467680608364
2696,94.6,0.6406844106463878
2697,94.62,0.6409220532319392
2698,94.62,0.6411596958174904
2699,94.62,0.6413973384030418
2700,94.62,0.6416349809885932
2701,94.62,0.6418726235741444
2702,94.63,0.6421102661596958
2703,94.63,0.6423479087452472
2704,94.63,0.6425855513307984
2705,94.65,0.6428231939163498
2706,94.65,0.6430608365019012
2707,94.67,0.6432984790874524
2708,94.67,0.6435361216730038
2709,94.67,0.6437737642585551
2710,94.68,0.6440114068441065
2711,94.68,0.6442490494296578
2712,94.68,0.6444866920152091
2713,94.68,0.6447243346007605
2714,94.7,0.6449619771863118
2715,94.73,0.6451996197718631
2716,94.73,0.6454372623574145
2717,94.73,0.6456749049429658
2718,94.73,0.6459125475285171
2719,94.73,0.6461501901140685
2720,94.75,0.6463878326996197
2721,94.77,0.6466254752851711
2722,94.77,0.6468631178707225
2723,94.77,0.6471007604562737
2724,94.78,0.6473384030418251
2725,94.8,0.6475760456273765
2726,94.8,0.6478136882129277
2727,94.8,0.6480513307984791
2728,94.8,0.6482889733840305
2729,94.8,0.6485266159695817
2730,94.82,0.6487642585551331
2731,94.83,0.6490019011406845
2732,94.83,0.6492395437262357
2733,94.83,0.6494771863117871
2734,94.85,0.6497148288973384
2735,94.85,0.6499524714828897
2736,94.87,0.6501901140684411
2737,94.87,0.6504277566539924
2738,94.87,0.6506653992395437
2739,94.87,0.6509030418250951
2740,94.87,0.6511406844106464
2741,94.87,0.6513783269961977
2742,94.88,0.651615969581749
2743,94.88,0.6518536121673004
2744,94.9,0.6520912547528517
2745,94.9,0.652328897338403
2746,94.93,0.6525665399239544
2747,94.93,0.6528041825095057
2748,94.95,0.653041825095057
2749,94.95,0.6532794676806084
2750,94.95,0.6535171102661597
2751,94.95,0.653754752851711
2752,94.97,0.6539923954372624
2753,94.97,0.6542300380228137
2754,94.97,0.654467680608365
2755,94.97,0.6547053231939164
2756,94.97,0.6549429657794676
2757,94.98,0.655180608365019
2758,94.98,0.6554182509505704
2759,94.98,0.6556558935361216
2760,95.0,0.655893536121673
2761,95.0,0.6561311787072244
2762,95.0,0.6563688212927756
2763,95.0,0.656606463878327
2764,95.0,0.6568441064638784
2765,95.0,0.6570817490494296
2766,95.02,0.657319391634981
2767,95.02,0.6575570342205324
2768,95.02,0.6577946768060836
2769,95.02,0.658032319391635
2770,95.02,0.6582699619771863
2771,95.02,0.6585076045627376
2772,95.02,0.658745247148289
2773,95.03,0.6589828897338403
2774,95.03,0.6592205323193916
2775,95.03,0.659458174904943
2776,95.05,0.6596958174904943
2777,95.05,0.6599334600760456
2778,95.05,0.660171102661597
2779,95.07,0.6604087452471483
2780,95.07,0.6606463878326996
2781,95.08,0.660884030418251
2782,95.08,0.6611216730038023
2783,95.1,0.6613593155893536
2784,95.12,0.6615969581749049
2785,95.13,0.6618346007604563
2786,95.13,0.6620722433460076
2787,95.13,0.6623098859315589
2788,95.13,0.6625475285171103
2789,95.15,0.6627851711026616
2790,95.17,0.6630228136882129
2791,95.2,0.6632604562737643
2792,95.2,0.6634980988593155
2793,95.2,0.6637357414448669
2794,95.2,0.6639733840304183
2795,95.22,0.6642110266159695
2796,95.23,0.6644486692015209
2797,95.23,0.6646863117870723
2798,95.23,0.6649239543726235
2799,95.23,0.6651615969581749
2800,95.25,0.6653992395437263
2801,95.27,0.6656368821292775
2802,95.27,0.6658745247148289
2803,95.27,0.6661121673003803
2804,95.28,0.6663498098859315
2805,95.28,0.6665874524714829
2806,95.3,0.6668250950570342
2807,95.32,0.6670627376425855
2808,95.32,0.6673003802281369
2809,95.32,0.6675380228136882
2810,95.33,0.6677756653992395
2811,95.33,0.6680133079847909
2812,95.35,0.6682509505703422
2813,95.35,0.6684885931558935
2814,95.35,0.6687262357414449
2815,95.37,0.6689638783269962
2816,95.38,0.6692015209125475
2817,95.38,0.6694391634980988
2818,95.38,0.6696768060836502
2819,95.38,0.6699144486692015
2820,95.4,0.6701520912547528
2821,95.42,0.6703897338403042
2822,95.42,0.6706273764258555
2823,95.42,0.6708650190114068
2824,95.43,0.6711026615969582
2825,95.43,0.6713403041825095
2826,95.45,0.6715779467680608
2827,95.45,0.6718155893536122
2828,95.47,0.6720532319391634
2829,95.47,0.6722908745247148
2830,95.47,0.6725285171102662
2831,95.48,0.6727661596958174
2832,95.48,0.6730038022813688
2833,95.48,0.6732414448669202
2834,95.5,0.6734790874524714
2835,95.5,0.6737167300380228
2836,95.5,0.6739543726235742
2837,95.52,0.6741920152091254
2838,95.52,0.6744296577946768
2839,95.57,0.6746673003802282
2840,95.57,0.6749049429657794
2841,95.58,0.6751425855513308
2842,95.58,0.6753802281368821
2843,95.58,0.6756178707224335
2844,95.63,0.6758555133079848
2845,95.63,0.6760931558935361
2846,95.63,0.6763307984790875
2847,95.63,0.6765684410646388
2848,95.63,0.6768060836501901
2849,95.65,0.6770437262357415
2850,95.65,0.6772813688212928
2851,95.67,0.6775190114068441
2852,95.67,0.6777566539923955
2853,95.67,0.6779942965779467
2854,95.67,0.6782319391634981
2855,95.67,0.6784695817490495
2856,95.7,0.6787072243346007
2857,95.7,0.6789448669201521
2858,95.72,0.6791825095057035
2859,95.72,0.6794201520912547
2860,95.72,0.6796577946768061
2861,95.72,0.6798954372623575
2862,95.73,0.6801330798479087
2863,95.73,0.6803707224334601
2864,95.73,0.6806083650190115
2865,95.75,0.6808460076045627
2866,95.77,0.6810836501901141
2867,95.77,0.6813212927756654
2868,95.78,0.6815589353612167
2869,95.78,0.6817965779467681
2870,95.78,0.6820342205323194
2871,95.78,0.6822718631178707
2872,95.78,0.6825095057034221
2873,95.78,0.6827471482889734
2874,95.8,0.6829847908745247
2875,95.8,0.683222433460076
2876,95.8,0.6834600760456274
2877,95.83,0.6836977186311787
2878,95.83,0.68393536121673
2879,95.83,0.6841730038022814
2880,95.87,0.6844106463878327
2881,95.87,0.684648288973384
2882,95.87,0.6848859315589354
2883,95.88,0.6851235741444867
2884,95.9,0.685361216730038
2885,95.92,0.6855988593155894
2886,95.93,0.6858365019011406
2887,95.95,0.686074144486692
2888,95.97,0.6863117870722434
2889,95.97,0.6865494296577946
2890,95.97,0.686787072243346
2891,95.97,0.6870247148288974
2892,95.98,0.6872623574144486
2893,95.98,0.6875
2894,95.98,0.6877376425855514
2895,95.98,0.6879752851711026
2896,96.0,0.688212927756654
2897,96.0,0.6884505703422054
2898,96.02,0.6886882129277566
2899,96.02,0.688925855513308
2900,96.02,0.6891634980988594
2901,96.03,0.6894011406844106
2902,96.03,0.689638783269962
2903,96.05,0.6898764258555133
2904,96.07,0.6901140684410646
2905,96.07,0.690351711026616
2906,96.08,0.6905893536121673
2907,96.08,0.6908269961977186
2908,96.08,0.69106463878327
2909,96.08,0.6913022813688213
2910,96.1,0.6915399239543726
2911,96.1,0.691777566539924
2912,96.12,0.6920152091254753
2913,96.12,0.6922528517110266
2914,96.12,0.6924904942965779
2915,96.12,0.6927281368821293
2916,96.13,0.6929657794676806
2917,96.17,0.6932034220532319
2918,96.2,0.6934410646387833
2919,96.22,0.6936787072243346
2920,96.22,0.6939163498098859
2921,96.23,0.6941539923954373
2922,96.25,0.6943916349809885
2923,96.25,0.6946292775665399
2924,96.27,0.6948669201520913
2925,96.27,0.6951045627376425
2926,96.28,0.6953422053231939
2927,96.28,0.6955798479087453
2928,96.3,0.6958174904942965
2929,96.3,0.6960551330798479
2930,96.3,0.6962927756653993
2931,96.3,0.6965304182509505
2932,96.3,0.6967680608365019
2933,96.32,0.6970057034220533
2934,96.32,0.6972433460076045
2935,96.32,0.6974809885931559
2936,96.33,0.6977186311787072
2937,96.33,0.6979562737642585
2938,96.33,0.6981939163498099
2939,96.35,0.6984315589353612
2940,96.35,0.6986692015209125
2941,96.35,0.6989068441064639
2942,96.37,0.6991444866920152
2943,96.37,0.6993821292775665
2944,96.37,0.6996197718631179
2945,96.37,0.6998574144486692
2946,96.37,0.7000950570342205
2947,96.37,0.7003326996197718
2948,96.37,0.7005703422053232
2949,96.38,0.7008079847908745
2950,96.38,0.7010456273764258
2951,96.38,0.7012832699619772
2952,96.38,0.7015209125475285
2953,96.4,0.7017585551330798
2954,96.42,0.7019961977186312
2955,96.42,0.7022338403041825
2956,96.42,0.7024714828897338
2957,96.42,0.7027091254752852
2958,96.42,0.7029467680608364
2959,96.42,0.7031844106463878
2960,96.43,0.7034220532319392
2961,96.43,0.7036596958174904
2962,96.45,0.7038973384030418
2963,96.45,0.7041349809885932
2964,96.45,0.7043726235741444
2965,96.45,0.7046102661596958
2966,96.45,0.7048479087452472
2967,96.47,0.7050855513307984
2968,96.47,0.7053231939163498
2969,96.47,0.7055608365019012
2970,96.47,0.7057984790874524
2971,96.47,0.7060361216730038
2972,96.48,0.7062737642585551
2973,96.48,0.7065114068441065
2974,96.48,0.7067490494296578
2975,96.5,0.7069866920152091
2976,96.5,0.7072243346007605
2977,96.52,0.7074619771863118
2978,96.52,0.7076996197718631
2979,96.52,0.7079372623574145
2980,96.52,0.7081749049429658
2981,96.52,0.7084125475285171
2982,96.52,0.7086501901140685
2983,96.55,0.7088878326996197
2984,96.58,0.7091254752851711
2985,96.58,0.7093631178707225
2986,96.63,0.7096007604562737
2987,96.63,0.7098384030418251
2988,96.65,0.7100760456273765
2989,96.65,0.7103136882129277
2990,96.65,0.7105513307984791
2991,96.68,0.7107889733840305
2992,96.7,0.7110266159695817
2993,96.7,0.7112642585551331
2994,96.72,0.7115019011406845
2995,96.72,0.7117395437262357
2996,96.72,0.7119771863117871
2997,96.73,0.7122148288973384
2998,96.73,0.7124524714828897
2999,96.73,0.7126901140684411
3000,96.77,0.7129277566539924
3001,96.78,0.7131653992395437
3002,96.82,0.7134030418250951
3003,96.82,0.7136406844106464
3004,96.82,0.7138783269961977
3005,96.83,0.714115969581749
3006,96.83,0.7143536121673004
3007,96.83,0.7145912547528517
3008,96.85,0.714828897338403
3009,96.85,0.7150665399239544
3010,96.85,0.7153041825095057
3011,96.87,0.715541825095057
3012,96.87,0.7157794676806084
3013,96.87,0.7160171102661597
3014,96.88,0.716254752851711
3015,96.88,0.7164923954372624
3016,96.92,0.7167300380228137
3017,96.92,0.716967680608365
3018,96.92,0.7172053231939164
3019,96.93,0.7174429657794676
3020,96.93,0.717680608365019
3021,96.97,0.7179182509505704
3022,96.97,0.7181558935361216
3023,96.97,0.718393536121673
3024,96.98,0.7186311787072244
3025,97.0,0.7188688212927756
3026,97.0,0.719106463878327
3027,97.02,0.7193441064638784
3028,97.03,0.7195817490494296
3029,97.03,0.719819391634981
3030,97.05,0.7200570342205324
3031,97.05,0.7202946768060836
3032,97.05,0.720532319391635
3033,97.07,0.7207699619771863
3034,97.07,0.7210076045627376
3035,97.07,0.721245247148289
3036,97.07,0.7214828897338403
3037,97.08,0.7217205323193916
3038,97.1,0.721958174904943
3039,97.1,0.7221958174904943
3040,97.12,0.7224334600760456
3041,97.12,0.722671102661597
3042,97.12,0.7229087452471483
3043,97.15,0.7231463878326996
3044,97.15,0.723384030418251
3045,97.17,0.7236216730038023
3046,97.2,0.7238593155893536
3047,97.2,0.7240969581749049
3048,97.23,0.7243346007604563
3049,97.27,0.7245722433460076
3050,97.27,0.7248098859315589
3051,97.27,0.7250475285171103
3052,97.27,0.7252851711026616
3053,97.27,0.7255228136882129
3054,97.28,0.7257604562737643
3055,97.3,0.7259980988593155
3056,97.35,0.7262357414448669
3057,97.35,0.7264733840304183
3058,97.37,0.7267110266159695
3059,97.38,0.7269486692015209
3060,97.38,0.7271863117870723
3061,97.4,0.7274239543726235
3062,97.45,0.7276615969581749
3063,97.45,0.7278992395437263
3064,97.47,0.7281368821292775
3065,97.48,0.7283745247148289
3066,97.48,0.7286121673003803
3067,97.48,0.7288498098859315
3068,97.48,0.7290874524714829
3069,97.5,0.7293250950570342
3070,97.55,0.7295627376425855
3071,97.57,0.7298003802281369
3072,97.58,0.7300380228136882
3073,97.6,0.7302756653992395
3074,97.62,0.7305133079847909
3075,97.62,0.7307509505703422
3076,97.63,0.7309885931558935
3077,97.63,0.7312262357414449
3078,97.63,0.7314638783269962
3079,97.63,0.7317015209125475
3080,97.65,0.7319391634980988
3081,97.65,0.7321768060836502
3082,97.65,0.7324144486692015
3083,97.67,0.7326520912547528
3084,97.67,0.7328897338403042
3085,97.67,0.7331273764258555
3086,97.68,0.7333650190114068
3087,97.68,0.7336026615969582
3088,97.7,0.7338403041825095
3089,97.7,0.7340779467680608
3090,97.72,0.7343155893536122
3091,97.73,0.7345532319391634
3092,97.73,0.7347908745247148
3093,97.73,0.7350285171102662
3094,97.77,0.7352661596958174
3095,97.82,0.7355038022813688
3096,97.82,0.7357414448669202
3097,97.82,0.7359790874524714
3098,97.82,0.7362167300380228
3099,97.83,0.7364543726235742
3100,97.83,0.7366920152091254
3101,97.9,0.7369296577946768
3102,97.9,0.7371673003802282
3103,97.92,0.7374049429657794
3104,97.97,0.7376425855513308
3105,98.0,0.7378802281368821
3106,98.0,0.7381178707224335
3107,98.02,0.7383555133079848
3108,98.03,0.7385931558935361
3109,98.05,0.7388307984790875
3110,98.07,0.7390684410646388
3111,98.12,0.7393060836501901
3112,98.13,0.7395437262357415
3113,98.13,0.7397813688212928
3114,98.15,0.7400190114068441
3115,98.17,0.7402566539923955
3116,98.17,0.7404942965779467
3117,98.2,0.7407319391634981
3118,98.23,0.7409695817490495
3119,98.23,0.7412072243346007
3120,98.27,0.7414448669201521
3121,98.27,0.7416825095057035
3122,98.27,0.7419201520912547
3123,98.28,0.7421577946768061
3124,98.28,0.7423954372623575
3125,98.28,0.7426330798479087
3126,98.32,0.7428707224334601
3127,98.35,0.7431083650190115
3128,98.35,0.7433460076045627
3129,98.37,0.7435836501901141
3130,98.37,0.7438212927756654
3131,98.37,0.7440589353612167
3132,98.38,0.7442965779467681
3133,98.38,0.7445342205323194
3134,98.4,0.7447718631178707
3135,98.4,0.7450095057034221
3136,98.42,0.7452471482889734
3137,98.42,0.7454847908745247
3138,98.43,0.745722433460076
3139,98.43,0.7459600760456274
3140,98.43,0.7461977186311787
3141,98.43,0.74643536121673
3142,98.45,0.7466730038022814
3143,98.45,0.7469106463878327
3144,98.47,0.747148288973384
3145,98.52,0.7473859315589354
3146,98.53,0.7476235741444867
3147,98.53,0.747861216730038
3148,98.53,0.7480988593155894
3149,98.55,0.7483365019011406
3150,98.55,0.748574144486692
3151,98.57,0.7488117870722434
3152,98.58,0.7490494296577946
3153,98.58,0.749287072243346
3154,98.6,0.7495247148288974
3155,98.62,0.7497623574144486
3156,98.62,0.75
3157,98.63,0.7502376425855514
3158,98.67,0.7504752851711026
3159,98.67,0.750712927756654
3160,98.67,0.7509505703422054
3161,98.68,0.7511882129277566
3162,98.68,0.751425855513308
3163,98.68,0.7516634980988594
3164,98.7,0.7519011406844106
3165,98.72,0.752138783269962
3166,98.72,0.7523764258555133
3167,98.73,0.7526140684410646
3168,98.75,0.752851711026616
3169,98.75,0.7530893536121673
3170,98.75,0.7533269961977186
3171,98.75,0.75356463878327
3172,98.78,0.7538022813688213
3173,98.8,0.7540399239543726
3174,98.8,0.754277566539924
3175,98.82,0.7545152091254753
3176,98.82,0.7547528517110266
3177,98.82,0.7549904942965779
3178,98.82,0.7552281368821293
3179,98.82,0.7554657794676806
3180,98.83,0.7557034220532319
3181,98.85,0.7559410646387833
3182,98.87,0.7561787072243346
3183,98.87,0.7564163498098859
3184,98.88,0.7566539923954373
3185,98.88,0.7568916349809885
3186,98.9,0.7571292775665399
3187,98.9,0.7573669201520913
3188,98.92,0.7576045627376425
3189,98.95,0.7578422053231939
3190,98.97,0.7580798479087453
3191,98.98,0.7583174904942965
3192,98.98,0.7585551330798479
3193,99.02,0.7587927756653993
3194,99.03,0.7590304182509505
3195,99.03,0.7592680608365019
3196,99.03,0.7595057034220533
3197,99.05,0.7597433460076045
3198,99.05,0.7599809885931559
3199,99.08,0.7602186311787072
3200,99.12,0.7604562737642585
3201,99.12,0.7606939163498099
3202,99.15,0.7609315589353612
3203,99.15,0.7611692015209125
3204,99.15,0.7614068441064639
3205,99.15,0.7616444866920152
3206,99.15,0.7618821292775665
3207,99.17,0.7621197718631179
3208,99.18,0.7623574144486692
3209,99.18,0.7625950570342205
3210,99.22,0.7628326996197718
3211,99.22,0.7630703422053232
3212,99.27,0.7633079847908745
3213,99.3,0.7635456273764258
3214,99.32,0.7637832699619772
3215,99.33,0.7640209125475285
3216,99.33,0.7642585551330798
3217,99.33,0.7644961977186312
3218,99.4,0.7647338403041825
3219,99.43,0.7649714828897338
3220,99.43,0.7652091254752852
3221,99.43,0.7654467680608364
3222,99.45,0.7656844106463878
3223,99.45,0.7659220532319392
3224,99.47,0.7661596958174904
3225,99.47,0.7663973384030418
3226,99.47,0.7666349809885932
3227,99.47,0.7668726235741444
3228,99.47,0.7671102661596958
3229,99.48,0.7673479087452472
3230,99.57,0.7675855513307984
3231,99.58,0.7678231939163498
3232,99.6,0.7680608365019012
3233,99.6,0.7682984790874524
3234,99.62,0.7685361216730038
3235,99.62,0.7687737642585551
3236,99.63,0.7690114068441064
3237,99.63,0.7692490494296578
3238,99.63,0.7694866920152091
3239,99.65,0.7697243346007605
3240,99.68,0.7699619771863118
3241,99.7,0.7701996197718631
3242,99.72,0.7704372623574145
3243,99.73,0.7706749049429658
3244,99.75,0.7709125475285171
3245,99.77,0.7711501901140685
3246,99.77,0.7713878326996197
3247,99.78,0.7716254752851711
3248,99.8,0.7718631178707225
3249,99.83,0.7721007604562737
3250,99.85,0.7723384030418251
3251,99.85,0.7725760456273765
3252,99.87,0.7728136882129277
3253,99.92,0.7730513307984791
3254,99.93,0.7732889733840305
3255,99.97,0.7735266159695817
3256,99.97,0.7737642585551331
3257,99.98,0.7740019011406845
3258,100.05,0.7742395437262357
3259,100.05,0.7744771863117871
3260,100.05,0.7747148288973384
3261,100.07,0.7749524714828897
3262,100.1,0.7751901140684411
3263,100.1,0.7754277566539924
3264,100.12,0.7756653992395437
3265,100.12,0.7759030418250951
3266,100.13,0.7761406844106464
3267,100.13,0.7763783269961977
3268,100.13,0.776615969581749
3269,100.13,0.7768536121673004
3270,100.17,0.7770912547528517
3271,100.18,0.777328897338403
3272,100.22,0.7775665399239544
3273,100.23,0.7778041825095057
3274,100.23,0.778041825095057
3275,100.23,0.7782794676806084
3276,100.25,0.7785171102661597
3277,100.27,0.778754752851711
3278,100.28,0.7789923954372624
3279,100.28,0.7792300380228137
3280,100.3,0.779467680608365
3281,100.33,0.7797053231939164
3282,100.37,0.7799429657794676
3283,100.38,0.780180608365019
3284,100.38,0.7804182509505704
3285,100.4,0.7806558935361216
3286,100.43,0.780893536121673
3287,100.45,0.7811311787072244
3288,100.47,0.7813688212927756
3289,100.48,0.781606463878327
3290,100.57,0.7818441064638784
3291,100.58,0.7820817490494296
3292,100.63,0.782319391634981
3293,100.65,0.7825570342205324
3294,100.7,0.7827946768060836
3295,100.77,0.783032319391635
3296,100.78,0.7832699619771863
3297,100.82,0.7835076045627376
3298,100.82,0.783745247148289
3299,100.83,0.7839828897338403
3300,100.87,0.7842205323193916
3301,100.87,0.784458174904943
3302,100.87,0.7846958174904943
3303,100.88,0.7849334600760456
3304,100.95,0.785171102661597
3305,101.0,0.7854087452471483
3306,101.0,0.7856463878326996
3307,101.03,0.785884030418251
3308,101.05,0.7861216730038023
3309,101.15,0.7863593155893536
3310,101.18,0.7865969581749049
3311,101.18,0.7868346007604563
3312,101.23,0.7870722433460076
3313,101.23,0.7873098859315589
3314,101.28,0.7875475285171103
3315,101.3,0.7877851711026616
3316,101.32,0.7880228136882129
3317,101.32,0.7882604562737643
3318,101.33,0.7884980988593155
3319,101.4,0.7887357414448669
3320,101.43,0.7889733840304183
3321,101.43,0.7892110266159695
3322,101.48,0.7894486692015209
3323,101.55,0.7896863117870723
3324,101.55,0.7899239543726235
3325,101.58,0.7901615969581749
3326,101.6,0.7903992395437263
3327,101.68,0.7906368821292775
3328,101.8,0.7908745247148289
3329,101.82,0.7911121673003803
3330,101.82,0.7913498098859315
3331,101.87,0.7915874524714829
3332,101.92,0.7918250950570342
3333,102.02,0.7920627376425855
3334,102.03,0.7923003802281369
3335,102.05,0.7925380228136882
3336,102.07,0.7927756653992395
3337,102.1,0.7930133079847909
3338,102.1,0.7932509505703422
3339,102.13,0.7934885931558935
3340,102.13,0.7937262357414449
3341,102.17,0.7939638783269962
3342,102.2,0.7942015209125475
3343,102.25,0.7944391634980988
3344,102.3,0.7946768060836502
3345,102.33,0.7949144486692015
3346,102.35,0.7951520912547528
3347,102.48,0.7953897338403042
3348,102.48,0.7956273764258555
3349,102.57,0.7958650190114068
3350,102.58,0.7961026615969582
3351,102.65,0.7963403041825095
3352,102.67,0.7965779467680608
3353,102.73,0.7968155893536122
3354,102.8,0.7970532319391634
3355,102.82,0.7972908745247148
3356,103.0,0.7975285171102662
3357,103.05,0.7977661596958174
3358,103.1,0.7980038022813688
3359,103.12,0.7982414448669202
3360,103.18,0.7984790874524714
3361,103.25,0.7987167300380228
3362,103.27,0.7989543726235742
3363,103.28,0.7991920152091254
3364,103.33,0.7994296577946768
3365,103.42,0.7996673003802282
3366,103.53,0.7999049429657794
3367,103.55,0.8001425855513308
3368,103.63,0.8003802281368821
3369,103.68,0.8006178707224334
3370,103.68,0.8008555133079848
3371,103.75,0.8010931558935361
3372,103.78,0.8013307984790875
3373,103.83,0.8015684410646388
3374,103.85,0.8018060836501901
3375,103.88,0.8020437262357415
3376,103.88,0.8022813688212928
3377,103.92,0.8025190114068441
3378,103.93,0.8027566539923955
3379,103.95,0.8029942965779467
3380,104.0,0.8032319391634981
3381,104.05,0.8034695817490495
3382,104.27,0.8037072243346007
3383,104.32,0.8039448669201521
3384,104.35,0.8041825095057035
3385,104.47,0.8044201520912547
3386,104.52,0.8046577946768061
3387,104.53,0.8048954372623575
3388,104.58,0.8051330798479087
3389,104.62,0.8053707224334601
3390,104.67,0.8056083650190115
3391,104.87,0.8058460076045627
3392,104.87,0.8060836501901141
3393,104.88,0.8063212927756654
3394,104.95,0.8065589353612167
3395,104.95,0.8067965779467681
3396,105.05,0.8070342205323194
3397,105.08,0.8072718631178707
3398,105.18,0.8075095057034221
3399,105.28,0.8077471482889734
3400,105.32,0.8079847908745247
3401,105.33,0.808222433460076
3402,105.43,0.8084600760456274
3403,105.47,0.8086977186311787
3404,105.52,0.80893536121673
3405,105.55,0.8091730038022814
3406,105.77,0.8094106463878327
3407,105.97,0.809648288973384
3408,105.97,0.8098859315589354
3409,106.02,0.8101235741444867
3410,106.13,0.810361216730038
3411,106.2,0.8105988593155894
3412,106.38,0.8108365019011406
3413,106.4,0.811074144486692
3414,106.42,0.8113117870722434
3415,106.42,0.8115494296577946
3416,106.43,0.811787072243346
3417,106.45,0.8120247148288974
3418,106.52,0.8122623574144486
3419,106.52,0.8125
3420,106.83,0.8127376425855514
3421,106.85,0.8129752851711026
3422,107.03,0.813212927756654
3423,107.25,0.8134505703422054
3424,107.3,0.8136882129277566
3425,107.5,0.813925855513308
3426,107.6,0.8141634980988594
3427,107.6,0.8144011406844106
3428,107.65,0.814638783269962
3429,107.65,0.8148764258555133
3430,107.7,0.8151140684410646
3431,107.8,0.815351711026616
3432,107.9,0.8155893536121673
3433,107.95,0.8158269961977186
3434,108.42,0.81606463878327
3435,108.45,0.8163022813688213
3436,108.48,0.8165399239543726
3437,108.48,0.816777566539924
3438,108.85,0.8170152091254753
3439,108.87,0.8172528517110266
3440,109.07,0.8174904942965779
3441,109.17,0.8177281368821293
3442,109.28,0.8179657794676806
3443,109.32,0.8182034220532319
3444,109.6,0.8184410646387833
3445,109.7,0.8186787072243346
3446,110.78,0.8189163498098859
3447,110.92,0.8191539923954373
3448,110.93,0.8193916349809885
3449,111.13,0.8196292775665399
3450,111.23,0.8198669201520913
3451,111.3,0.8201045627376425
3452,111.3,0.8203422053231939
3453,111.37,0.8205798479087453
3454,111.38,0.8208174904942965
3455,111.47,0.8210551330798479
3456,111.55,0.8212927756653993
3457,111.8,0.8215304182509505
3458,111.82,0.8217680608365019
3459,111.83,0.8220057034220533
3460,111.9,0.8222433460076045
3461,112.08,0.8224809885931559
3462,112.25,0.8227186311787072
3463,113.23,0.8229562737642585
3464,114.3,0.8231939163498099
3465,114.38,0.8234315589353612
3466,114.38,0.8236692015209125
3467,114.5,0.8239068441064639
3468,114.5,0.8241444866920152
3469,114.82,0.8243821292775665
3470,114.83,0.8246197718631179
3471,114.97,0.8248574144486692
3472,115.07,0.8250950570342205
3473,115.35,0.8253326996197718
3474,115.82,0.8255703422053232
3475,115.82,0.8258079847908745
3476,115.9,0.8260456273764258
3477,116.15,0.8262832699619772
3478,116.67,0.8265209125475285
3479,117.07,0.8267585551330798
3480,117.08,0.8269961977186312
3481,117.48,0.8272338403041825
3482,117.65,0.8274714828897338
3483,117.67,0.8277091254752852
3484,117.85,0.8279467680608364
3485,118.47,0.8281844106463878
3486,119.18,0.8284220532319392
3487,119.2,0.8286596958174904
3488,119.65,0.8288973384030418
3489,120.15,0.8291349809885932
3490,120.43,0.8293726235741444
3491,120.57,0.8296102661596958
3492,120.62,0.8298479087452472
3493,120.67,0.8300855513307984
3494,120.7,0.8303231939163498
3495,120.78,0.8305608365019012
3496,121.12,0.8307984790874524
3497,121.35,0.8310361216730038
3498,121.53,0.8312737642585551
3499,121.7,0.8315114068441064
3500,121.83,0.8317490494296578
3501,121.9,0.8319866920152091
3502,121.98,0.8322243346007605
3503,122.95,0.8324619771863118
3504,123.27,0.8326996197718631
3505,124.0,0.8329372623574145
3506,124.03,0.8331749049429658
3507,124.22,0.8334125475285171
3508,124.87,0.8336501901140685
3509,125.57,0.8338878326996197
3510,126.1,0.8341254752851711
3511,126.8,0.8343631178707225
3512,126.98,0.8346007604562737
3513,127.15,0.8348384030418251
3514,127.53,0.8350760456273765
3515,128.82,0.8353136882129277
3516,129.15,0.8355513307984791
3517,129.15,0.8357889733840305
3518,129.3,0.8360266159695817
3519,129.33,0.8362642585551331
3520,129.45,0.8365019011406845
3521,129.68,0.8367395437262357
3522,130.32,0.8369771863117871
3523,131.03,0.8372148288973384
3524,131.15,0.8374524714828897
3525,131.37,0.8376901140684411
3526,131.67,0.8379277566539924
3527,131.67,0.8381653992395437
3528,132.65,0.8384030418250951
3529,132.88,0.8386406844106464
3530,133.42,0.8388783269961977
3531,134.45,0.839115969581749
3532,134.63,0.8393536121673004
3533,134.82,0.8395912547528517
3534,134.83,0.839828897338403
3535,135.23,0.8400665399239544
3536,135.32,0.8403041825095057
3537,135.33,0.840541825095057
3538,135.52,0.8407794676806084
3539,135.52,0.8410171102661597
3540,135.82,0.841254752851711
3541,136.18,0.8414923954372624
3542,136.82,0.8417300380228137
3543,136.93,0.841967680608365
3544,136.95,0.8422053231939164
3545,137.23,0.8424429657794676
3546,137.73,0.842680608365019
3547,137.9,0.8429182509505704
3548,138.25,0.8431558935361216
3549,138.75,0.843393536121673
3550,139.08,0.8436311787072244
3551,139.17,0.8438688212927756
3552,139.4,0.844106463878327
3553,139.5,0.8443441064638784
3554,139.55,0.8445817490494296
3555,139.58,0.844819391634981
3556,139.6,0.8450570342205324
3557,140.03,0.8452946768060836
3558,140.23,0.845532319391635
3559,140.3,0.8457699619771863
3560,140.45,0.8460076045627376
3561,140.55,0.846245247148289
3562,140.93,0.8464828897338403
3563,140.98,0.8467205323193916
3564,141.72,0.846958174904943
3565,142.02,0.8471958174904943
3566,142.15,0.8474334600760456
3567,142.62,0.847671102661597
3568,142.88,0.8479087452471483
3569,142.93,0.8481463878326996
3570,142.95,0.848384030418251
3571,143.5,0.8486216730038023
